person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,dti_ratio,income_per_emp_year,rate_tier,risk_score,risk_tier
23,108000,RENT,7.0,DEBTCONSOLIDATION,B,10000,10.99,1,0.09,N,3,0.093,13500.0,Medium (8-12%),5,Low Risk
25,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,9000,11.78,1,0.12,Y,3,0.115,9750.0,Medium (8-12%),32,Medium Risk
24,67000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12150,10.37,0,0.18,N,3,0.181,22333.0,Medium (8-12%),10,Low Risk
22,19680,RENT,2.0,MEDICAL,D,7750,14.83,1,0.39,N,4,0.394,6560.0,High (12-16%),40,Medium Risk
23,43200,RENT,2.0,EDUCATION,D,9100,13.24,1,0.21,N,3,0.211,14400.0,High (12-16%),33,Medium Risk
24,80000,MORTGAGE,8.0,MEDICAL,A,5550,8.49,0,0.07,N,3,0.069,8889.0,Medium (8-12%),0,
22,50663,RENT,0.0,EDUCATION,C,7500,13.22,0,0.15,N,2,0.148,50663.0,High (12-16%),22,Low Risk
26,122500,RENT,1.0,HOMEIMPROVEMENT,B,10000,10.65,0,0.08,N,2,0.082,61250.0,Medium (8-12%),15,Low Risk
22,33600,OWN,1.0,DEBTCONSOLIDATION,D,5000,18.25,0,0.15,N,2,0.149,16800.0,Very High (>16%),30,Low Risk
22,88512,MORTGAGE,6.0,EDUCATION,A,3000,5.79,0,0.03,N,2,0.034,12645.0,Low (<8%),0,
23,28800,RENT,5.0,EDUCATION,B,2800,10.38,0,0.1,N,2,0.097,4800.0,Medium (8-12%),5,Low Risk
22,48000,MORTGAGE,6.0,EDUCATION,A,9925,9.63,0,0.21,N,3,0.207,6857.0,Medium (8-12%),8,Low Risk
23,75000,RENT,0.0,VENTURE,B,6000,11.48,0,0.08,N,2,0.08,75000.0,Medium (8-12%),15,Low Risk
24,110000,RENT,5.0,PERSONAL,A,12000,7.9,0,0.11,N,3,0.109,18333.0,Low (<8%),0,
26,46000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,7000,9.99,1,0.15,N,4,0.152,5111.0,Medium (8-12%),5,Low Risk
24,85000,RENT,0.0,HOMEIMPROVEMENT,A,16000,6.91,0,0.19,N,3,0.188,85000.0,Low (<8%),10,Low Risk
23,45000,RENT,2.0,EDUCATION,C,1700,14.72,0,0.04,N,2,0.038,15000.0,High (12-16%),17,Low Risk
23,72000,RENT,3.0,EDUCATION,A,10800,7.88,0,0.15,N,2,0.15,18000.0,Low (<8%),5,Low Risk
21,35324,RENT,4.0,EDUCATION,B,6000,10.99,0,0.17,N,4,0.17,7065.0,Medium (8-12%),10,Low Risk
21,15600,RENT,0.0,MEDICAL,A,2800,7.4,1,0.18,N,4,0.179,15600.0,Low (<8%),10,Low Risk
24,40944,RENT,0.0,MEDICAL,B,8200,11.36,0,0.2,N,4,0.2,40944.0,Medium (8-12%),15,Low Risk
25,105000,MORTGAGE,3.0,VENTURE,C,12000,12.84,0,0.11,N,3,0.114,26250.0,High (12-16%),17,Low Risk
21,26000,RENT,2.0,EDUCATION,E,7750,16.7,1,0.3,N,3,0.298,8667.0,Very High (>16%),41,Medium Risk
24,31000,RENT,8.0,VENTURE,C,13500,13.43,1,0.44,Y,4,0.435,3444.0,High (12-16%),47,Medium Risk
22,60000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,8.9,0,0.17,N,3,0.167,8571.0,Medium (8-12%),0,
24,28000,RENT,3.0,MEDICAL,E,6400,14.75,0,0.23,Y,4,0.229,7000.0,High (12-16%),61,High Risk
23,99996,MORTGAGE,2.0,EDUCATION,B,4800,11.49,0,0.05,N,4,0.048,33332.0,Medium (8-12%),10,Low Risk
23,33204,RENT,7.0,EDUCATION,C,2000,14.72,0,0.06,Y,2,0.06,4150.0,High (12-16%),32,Medium Risk
21,29004,RENT,5.0,PERSONAL,C,11000,14.22,1,0.38,Y,4,0.379,4834.0,High (12-16%),47,Medium Risk
22,45000,MORTGAGE,2.0,EDUCATION,D,8000,16.49,0,0.18,Y,4,0.178,15000.0,Very High (>16%),45,Medium Risk
22,25000,OWN,1.0,EDUCATION,A,11100,9.63,0,0.44,N,3,0.444,12500.0,Medium (8-12%),25,Low Risk
25,93000,RENT,3.0,HOMEIMPROVEMENT,B,12000,10.99,0,0.13,N,3,0.129,23250.0,Medium (8-12%),10,Low Risk
24,26400,RENT,4.0,EDUCATION,A,8875,6.62,1,0.34,N,3,0.336,5280.0,Low (<8%),20,Low Risk
24,67000,OWN,2.0,MEDICAL,B,16000,12.69,0,0.24,N,2,0.239,22333.0,High (12-16%),18,Low Risk
25,62500,RENT,2.0,DEBTCONSOLIDATION,D,12000,16.77,1,0.19,N,4,0.192,20833.0,Very High (>16%),25,Low Risk
26,78000,MORTGAGE,7.0,VENTURE,A,7200,6.62,0,0.09,N,4,0.092,9750.0,Low (<8%),0,
23,68000,RENT,1.0,VENTURE,E,14400,17.99,1,0.21,N,2,0.212,34000.0,Very High (>16%),46,Medium Risk
24,35000,RENT,4.0,MEDICAL,A,1850,7.12,0,0.05,N,3,0.053,7000.0,Low (<8%),5,Low Risk
25,45000,RENT,1.0,MEDICAL,B,10000,11.89,0,0.22,N,3,0.222,22500.0,Medium (8-12%),23,Low Risk
23,69000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,15000,14.96,1,0.22,N,4,0.217,69000.0,High (12-16%),38,Medium Risk
22,80000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,1500,10.37,0,0.02,N,4,0.019,10000.0,Medium (8-12%),5,Low Risk
26,56000,RENT,6.0,DEBTCONSOLIDATION,C,8150,12.87,0,0.15,N,2,0.146,8000.0,High (12-16%),12,Low Risk
23,40308,MORTGAGE,1.0,MEDICAL,A,5000,7.68,0,0.12,N,3,0.124,20154.0,Low (<8%),10,Low Risk
24,49200,OWN,8.0,PERSONAL,C,4000,13.06,0,0.08,Y,3,0.081,5467.0,High (12-16%),32,Medium Risk
24,54000,MORTGAGE,8.0,PERSONAL,B,4000,9.99,0,0.07,N,2,0.074,6000.0,Medium (8-12%),5,Low Risk
23,50400,MORTGAGE,7.0,VENTURE,B,2500,10.99,0,0.05,N,2,0.05,6300.0,Medium (8-12%),5,Low Risk
22,41000,RENT,6.0,VENTURE,A,5000,7.49,0,0.12,N,2,0.122,5857.0,Low (<8%),0,
25,70000,MORTGAGE,9.0,EDUCATION,B,16000,12.18,0,0.23,N,4,0.229,7000.0,High (12-16%),13,Low Risk
23,87000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,7500,11.28,0,0.09,Y,4,0.086,87000.0,Medium (8-12%),42,Medium Risk
21,72500,RENT,3.0,EDUCATION,C,14000,13.49,0,0.19,Y,3,0.193,18125.0,High (12-16%),37,Medium Risk
24,42000,MORTGAGE,8.0,PERSONAL,D,2500,15.28,0,0.06,Y,2,0.06,4667.0,High (12-16%),40,Medium Risk
26,60996,MORTGAGE,2.0,DEBTCONSOLIDATION,B,12000,12.21,0,0.2,N,4,0.197,20332.0,High (12-16%),10,Low Risk
23,200000,MORTGAGE,4.0,EDUCATION,B,6000,11.86,0,0.03,N,3,0.03,40000.0,Medium (8-12%),10,Low Risk
25,57000,RENT,0.0,PERSONAL,C,15000,13.85,0,0.26,Y,2,0.263,57000.0,High (12-16%),50,Medium Risk
26,21000,OWN,4.0,VENTURE,C,8000,13.79,0,0.38,N,2,0.381,4200.0,High (12-16%),32,Medium Risk
25,55000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,24200,8.49,0,0.44,N,2,0.44,13750.0,Medium (8-12%),20,Low Risk
24,45996,RENT,2.0,VENTURE,C,10800,13.16,0,0.23,N,4,0.235,15332.0,High (12-16%),25,Low Risk
21,20400,RENT,2.0,VENTURE,B,4500,10.99,0,0.22,N,3,0.221,6800.0,Medium (8-12%),18,Low Risk
23,34800,RENT,6.0,VENTURE,A,6600,7.49,0,0.19,N,2,0.19,4971.0,Low (<8%),0,
25,77078,MORTGAGE,1.0,DEBTCONSOLIDATION,B,3425,12.18,0,0.04,N,4,0.044,38539.0,High (12-16%),15,Low Risk
26,100000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,24000,10.99,0,0.24,N,4,0.24,16667.0,Medium (8-12%),13,Low Risk
26,34000,MORTGAGE,6.0,PERSONAL,A,12000,6.03,0,0.35,N,2,0.353,4857.0,Low (<8%),15,Low Risk
25,52000,MORTGAGE,8.0,EDUCATION,C,3900,13.48,0,0.07,Y,4,0.075,5778.0,High (12-16%),32,Medium Risk
24,93000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,12000,16.29,1,0.13,Y,3,0.129,15500.0,Very High (>16%),40,Medium Risk
25,29000,RENT,9.0,EDUCATION,A,3000,6.62,1,0.1,N,4,0.103,2900.0,Low (<8%),0,
21,20004,OWN,2.0,EDUCATION,B,2500,9.63,0,0.12,N,3,0.125,6668.0,Medium (8-12%),10,Low Risk
24,120000,OWN,8.0,EDUCATION,A,5275,5.42,0,0.04,N,4,0.044,13333.0,Low (<8%),0,
23,36000,RENT,5.0,EDUCATION,B,10000,9.99,0,0.28,N,2,0.278,6000.0,Medium (8-12%),13,Low Risk
23,72250,RENT,7.0,MEDICAL,B,30000,10.65,1,0.35,N,2,0.415,9031.0,Medium (8-12%),20,Low Risk
23,66000,RENT,7.0,MEDICAL,B,5000,10.39,0,0.08,N,4,0.076,8250.0,Medium (8-12%),5,Low Risk
24,193000,MORTGAGE,8.0,EDUCATION,C,10000,13.06,0,0.05,N,4,0.052,21444.0,High (12-16%),12,Low Risk
26,92500,RENT,3.0,DEBTCONSOLIDATION,B,12000,11.71,0,0.13,N,4,0.13,23125.0,Medium (8-12%),10,Low Risk
24,105000,RENT,2.0,HOMEIMPROVEMENT,A,13800,7.66,0,0.13,N,3,0.131,35000.0,Low (<8%),5,Low Risk
25,45000,RENT,4.0,VENTURE,B,8000,10.38,0,0.18,N,2,0.178,9000.0,Medium (8-12%),10,Low Risk
23,75000,RENT,4.0,PERSONAL,B,5000,10.99,0,0.07,N,4,0.067,15000.0,Medium (8-12%),10,Low Risk
24,43680,RENT,1.0,EDUCATION,A,10800,5.42,0,0.25,N,4,0.247,21840.0,Low (<8%),18,Low Risk
24,57500,RENT,4.0,DEBTCONSOLIDATION,C,2525,13.48,0,0.04,N,4,0.044,11500.0,High (12-16%),17,Low Risk
22,30000,OWN,4.0,MEDICAL,C,7000,13.98,0,0.23,Y,2,0.233,6000.0,High (12-16%),45,Medium Risk
26,34000,RENT,5.0,VENTURE,A,7500,7.9,0,0.22,N,4,0.221,5667.0,Low (<8%),8,Low Risk
22,32500,RENT,0.0,VENTURE,B,12000,11.49,1,0.37,N,3,0.369,32500.0,Medium (8-12%),30,Low Risk
26,31200,RENT,8.0,PERSONAL,A,5000,8.63,0,0.16,N,2,0.16,3467.0,Medium (8-12%),0,
25,77000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,3000,7.49,0,0.04,N,4,0.039,7700.0,Low (<8%),0,
22,40000,MORTGAGE,6.0,VENTURE,B,4500,11.71,0,0.11,N,3,0.112,5714.0,Medium (8-12%),5,Low Risk
25,44000,MORTGAGE,7.0,EDUCATION,B,7500,10.08,1,0.17,N,4,0.17,5500.0,Medium (8-12%),5,Low Risk
22,19200,RENT,0.0,DEBTCONSOLIDATION,E,3000,16.82,1,0.16,Y,2,0.156,19200.0,Very High (>16%),58,High Risk
25,66000,RENT,9.0,EDUCATION,D,25000,15.33,1,0.38,N,2,0.379,6600.0,High (12-16%),35,Medium Risk
25,25716,RENT,1.0,MEDICAL,A,9250,6.54,1,0.36,N,2,0.36,12858.0,Low (<8%),25,Low Risk
25,40000,MORTGAGE,6.0,PERSONAL,C,5000,12.61,0,0.13,Y,4,0.125,5714.0,High (12-16%),32,Medium Risk
26,45000,RENT,3.0,MEDICAL,B,1500,10.25,0,0.03,N,4,0.033,11250.0,Medium (8-12%),10,Low Risk
24,48200,RENT,3.0,VENTURE,B,5000,10.38,0,0.1,N,3,0.104,12050.0,Medium (8-12%),10,Low Risk
23,117696,MORTGAGE,2.0,MEDICAL,A,15000,6.03,0,0.13,N,4,0.127,39232.0,Low (<8%),5,Low Risk
26,54000,RENT,0.0,MEDICAL,D,13200,14.91,1,0.24,Y,2,0.244,54000.0,High (12-16%),58,High Risk
24,38000,RENT,0.0,PERSONAL,B,12000,11.89,1,0.32,N,3,0.316,38000.0,Medium (8-12%),30,Low Risk
22,52000,MORTGAGE,6.0,EDUCATION,C,9750,13.06,0,0.19,Y,2,0.188,7429.0,High (12-16%),32,Medium Risk
34,948000,MORTGAGE,18.0,PERSONAL,B,2000,9.99,0,0.0,N,7,0.002,49895.0,Medium (8-12%),5,Low Risk
29,70500,RENT,5.0,PERSONAL,A,35000,8.9,1,0.5,N,6,0.496,11750.0,Medium (8-12%),15,Low Risk
33,77100,RENT,6.0,DEBTCONSOLIDATION,A,35000,8.49,1,0.45,N,9,0.454,11014.0,Medium (8-12%),15,Low Risk
29,10000,OWN,0.0,PERSONAL,B,3250,11.12,1,0.33,N,9,0.325,10000.0,Medium (8-12%),30,Low Risk
28,80000,RENT,12.0,EDUCATION,D,35000,15.62,1,0.44,N,10,0.438,6154.0,High (12-16%),35,Medium Risk
29,80000,RENT,2.0,DEBTCONSOLIDATION,C,35000,12.68,1,0.44,Y,10,0.438,26667.0,High (12-16%),52,Medium Risk
35,648000,MORTGAGE,6.0,PERSONAL,E,10000,17.19,1,0.02,Y,8,0.015,92571.0,Very High (>16%),48,Medium Risk
29,85000,RENT,1.0,PERSONAL,B,35000,11.99,1,0.41,N,8,0.412,42500.0,Medium (8-12%),30,Low Risk
31,73000,RENT,8.0,EDUCATION,E,35000,19.29,1,0.48,Y,10,0.479,8111.0,Very High (>16%),63,High Risk
34,89000,RENT,3.0,HOMEIMPROVEMENT,D,35000,18.25,1,0.39,N,8,0.393,22250.0,Very High (>16%),40,Medium Risk
27,100000,RENT,1.0,DEBTCONSOLIDATION,C,35000,16.11,1,0.35,N,9,0.35,50000.0,Very High (>16%),37,Medium Risk
30,10200,OWN,4.0,HOMEIMPROVEMENT,B,5500,10.36,1,0.54,N,8,0.539,2040.0,Medium (8-12%),35,Medium Risk
30,504000,RENT,4.0,DEBTCONSOLIDATION,B,3000,11.36,0,0.01,N,9,0.006,100800.0,Medium (8-12%),10,Low Risk
35,500000,MORTGAGE,17.0,DEBTCONSOLIDATION,C,20000,13.85,0,0.04,Y,7,0.04,27778.0,High (12-16%),32,Medium Risk
35,500000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,7500,12.29,0,0.01,Y,9,0.015,71429.0,High (12-16%),32,Medium Risk
33,468000,MORTGAGE,14.0,DEBTCONSOLIDATION,D,3750,15.62,1,0.01,Y,10,0.008,31200.0,High (12-16%),40,Medium Risk
34,120000,RENT,17.0,VENTURE,B,35000,10.59,0,0.29,N,6,0.292,6667.0,Medium (8-12%),13,Low Risk
27,10400,OWN,4.0,PERSONAL,C,4750,14.72,1,0.46,Y,7,0.457,2080.0,High (12-16%),52,Medium Risk
33,138000,RENT,0.0,PERSONAL,E,35000,18.64,1,0.25,Y,7,0.254,138000.0,Very High (>16%),66,High Risk
34,156000,RENT,4.0,EDUCATION,A,35000,7.49,0,0.22,N,5,0.224,31200.0,Low (<8%),13,Low Risk
30,10800,OWN,4.0,EDUCATION,B,2400,9.99,1,0.22,N,7,0.222,2160.0,Medium (8-12%),18,Low Risk
29,160000,RENT,4.0,VENTURE,C,35000,14.27,0,0.22,Y,8,0.219,32000.0,High (12-16%),45,Medium Risk
31,150000,RENT,4.0,EDUCATION,D,35000,18.25,1,0.23,N,6,0.233,30000.0,Very High (>16%),33,Medium Risk
33,400000,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.04,N,10,0.038,40000.0,Low (<8%),0,
31,400000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,28000,7.49,0,0.07,N,6,0.07,66667.0,Low (<8%),0,
29,400000,MORTGAGE,10.0,EDUCATION,B,25000,11.12,0,0.06,N,8,0.062,36364.0,Medium (8-12%),5,Low Risk
34,325550,MORTGAGE,3.0,MEDICAL,D,35000,16.77,1,0.09,Y,6,0.108,81388.0,Very High (>16%),45,Medium Risk
33,390000,MORTGAGE,8.0,MEDICAL,B,35000,10.99,0,0.09,N,8,0.09,43333.0,Medium (8-12%),5,Low Risk
27,390000,MORTGAGE,11.0,PERSONAL,B,10000,11.26,0,0.03,N,6,0.026,32500.0,Medium (8-12%),5,Low Risk
28,165000,RENT,3.0,DEBTCONSOLIDATION,B,35000,11.49,0,0.21,N,9,0.212,41250.0,Medium (8-12%),18,Low Risk
30,170000,RENT,4.0,EDUCATION,C,35000,13.06,0,0.21,Y,9,0.206,34000.0,High (12-16%),45,Medium Risk
33,250000,RENT,0.0,MEDICAL,A,35000,7.29,0,0.14,N,7,0.14,250000.0,Low (<8%),10,Low Risk
30,81000,RENT,14.0,DEBTCONSOLIDATION,B,34000,10.59,1,0.42,N,8,0.42,5400.0,Medium (8-12%),20,Low Risk
28,11029,MORTGAGE,12.0,MEDICAL,C,2150,10.78,1,0.19,Y,7,0.195,848.0,Medium (8-12%),32,Medium Risk
30,350000,OWN,3.0,PERSONAL,A,32000,6.62,0,0.09,N,7,0.091,87500.0,Low (<8%),5,Low Risk
33,350000,MORTGAGE,0.0,VENTURE,C,10000,14.65,0,0.03,Y,10,0.029,350000.0,High (12-16%),42,Medium Risk
28,350000,RENT,1.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.06,N,9,0.057,175000.0,Medium (8-12%),15,Low Risk
35,350000,MORTGAGE,10.0,VENTURE,D,35000,17.49,0,0.1,N,7,0.1,31818.0,Very High (>16%),20,Low Risk
29,338000,RENT,3.0,HOMEIMPROVEMENT,F,24000,17.8,1,0.07,N,8,0.071,84500.0,Very High (>16%),37,Medium Risk
34,287300,RENT,1.0,MEDICAL,C,15000,12.41,1,0.04,Y,8,0.052,143650.0,High (12-16%),42,Medium Risk
32,348000,MORTGAGE,16.0,MEDICAL,B,25000,11.83,0,0.07,N,8,0.072,20471.0,Medium (8-12%),5,Low Risk
30,340000,MORTGAGE,2.0,HOMEIMPROVEMENT,F,25000,18.3,0,0.07,N,8,0.074,113333.0,Very High (>16%),37,Medium Risk
28,336000,RENT,1.0,VENTURE,C,2150,13.06,0,0.01,Y,5,0.006,168000.0,High (12-16%),42,Medium Risk
34,334000,OWN,18.0,EDUCATION,C,18000,12.68,0,0.05,Y,10,0.054,17579.0,High (12-16%),32,Medium Risk
34,69996,RENT,13.0,MEDICAL,B,32000,10.99,1,0.46,N,8,0.457,5000.0,Medium (8-12%),20,Low Risk
28,11340,OWN,4.0,DEBTCONSOLIDATION,A,2325,6.39,1,0.21,N,7,0.205,2268.0,Low (<8%),13,Low Risk
30,11440,OWN,3.0,MEDICAL,C,1750,12.73,0,0.15,Y,5,0.153,2860.0,High (12-16%),37,Medium Risk
28,73000,RENT,0.0,PERSONAL,B,32000,11.99,1,0.44,N,9,0.438,73000.0,Medium (8-12%),30,Low Risk
28,105500,RENT,1.0,DEBTCONSOLIDATION,A,31000,8.49,0,0.29,N,9,0.294,52750.0,Medium (8-12%),18,Low Risk
29,74000,RENT,2.0,DEBTCONSOLIDATION,D,30750,15.31,1,0.42,N,6,0.416,24667.0,High (12-16%),40,Medium Risk
32,307000,OWN,10.0,VENTURE,C,11000,14.26,0,0.04,Y,10,0.036,27909.0,High (12-16%),32,Medium Risk
31,305000,MORTGAGE,0.0,HOMEIMPROVEMENT,D,35000,17.58,0,0.11,Y,10,0.115,305000.0,Very High (>16%),50,Medium Risk
27,300000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,10000,14.27,0,0.03,Y,7,0.033,42857.0,High (12-16%),32,Medium Risk
30,300000,MORTGAGE,13.0,EDUCATION,B,4000,10.65,0,0.01,N,10,0.013,21429.0,Medium (8-12%),5,Low Risk
34,61200,RENT,18.0,MEDICAL,B,30000,11.71,1,0.49,N,8,0.49,3221.0,Medium (8-12%),20,Low Risk
27,75000,RENT,11.0,PERSONAL,B,30000,10.65,1,0.4,N,5,0.4,6250.0,Medium (8-12%),20,Low Risk
29,80000,RENT,2.0,MEDICAL,B,30000,12.42,1,0.38,N,9,0.375,26667.0,High (12-16%),25,Low Risk
34,80000,RENT,0.0,DEBTCONSOLIDATION,A,30000,6.62,1,0.38,N,5,0.375,80000.0,Low (<8%),25,Low Risk
34,300000,MORTGAGE,18.0,DEBTCONSOLIDATION,B,16000,10.74,0,0.05,N,9,0.053,15789.0,Medium (8-12%),5,Low Risk
29,244800,RENT,8.0,MEDICAL,D,8000,14.09,1,0.03,N,5,0.033,27200.0,High (12-16%),20,Low Risk
31,300000,MORTGAGE,1.0,VENTURE,D,25000,14.83,0,0.08,N,9,0.083,150000.0,High (12-16%),30,Low Risk
32,288000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,25000,14.83,1,0.09,Y,10,0.087,32000.0,High (12-16%),40,Medium Risk
28,288000,RENT,5.0,DEBTCONSOLIDATION,E,25000,17.93,1,0.09,N,8,0.087,48000.0,Very High (>16%),28,Low Risk
29,105000,RENT,6.0,HOMEIMPROVEMENT,A,30000,5.99,0,0.29,N,8,0.286,15000.0,Low (<8%),8,Low Risk
29,112260,RENT,5.0,EDUCATION,D,30000,17.49,0,0.27,N,10,0.267,18710.0,Very High (>16%),28,Low Risk
34,286000,MORTGAGE,11.0,VENTURE,A,30000,6.62,0,0.1,N,6,0.105,23833.0,Low (<8%),0,
34,285000,RENT,5.0,EDUCATION,B,21000,11.71,0,0.07,N,10,0.074,47500.0,Medium (8-12%),5,Low Risk
33,285000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,10000,13.99,0,0.04,N,7,0.035,285000.0,High (12-16%),22,Low Risk
30,232050,MORTGAGE,14.0,MEDICAL,E,25000,17.93,1,0.09,Y,9,0.108,15470.0,Very High (>16%),48,Medium Risk
28,285000,MORTGAGE,4.0,PERSONAL,E,25000,16.32,0,0.09,N,6,0.088,57000.0,Very High (>16%),33,Medium Risk
31,284400,MORTGAGE,4.0,VENTURE,B,5000,10.99,0,0.02,N,9,0.018,56880.0,Medium (8-12%),10,Low Risk
35,280000,MORTGAGE,19.0,HOMEIMPROVEMENT,C,21600,12.99,0,0.08,N,8,0.077,14000.0,High (12-16%),12,Low Risk
29,280000,MORTGAGE,6.0,VENTURE,C,15000,12.99,0,0.05,N,7,0.054,40000.0,High (12-16%),12,Low Risk
28,280000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,20000,11.36,0,0.07,N,5,0.071,70000.0,Medium (8-12%),10,Low Risk
28,12000,OWN,4.0,EDUCATION,B,3000,9.62,1,0.25,N,5,0.25,2400.0,Medium (8-12%),18,Low Risk
31,128000,RENT,2.0,VENTURE,D,30000,16.29,1,0.23,N,10,0.234,42667.0,Very High (>16%),33,Medium Risk
31,275000,MORTGAGE,9.0,PERSONAL,C,25000,13.85,0,0.09,N,6,0.091,27500.0,High (12-16%),12,Low Risk
31,273655,MORTGAGE,4.0,DEBTCONSOLIDATION,A,19600,7.51,0,0.07,N,5,0.072,54731.0,Low (<8%),5,Low Risk
27,258000,RENT,11.0,EDUCATION,E,35000,18.64,1,0.14,Y,7,0.136,21500.0,Very High (>16%),48,Medium Risk
30,270000,MORTGAGE,7.0,HOMEIMPROVEMENT,E,35000,19.69,0,0.13,N,8,0.13,33750.0,Very High (>16%),28,Low Risk
30,270000,MORTGAGE,14.0,DEBTCONSOLIDATION,B,21000,11.26,0,0.08,N,6,0.078,18000.0,Medium (8-12%),5,Low Risk
30,267000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,25000,10.36,0,0.09,N,9,0.094,33375.0,Medium (8-12%),5,Low Risk
31,73000,RENT,15.0,HOMEIMPROVEMENT,B,29700,11.11,1,0.41,N,7,0.407,4562.0,Medium (8-12%),20,Low Risk
29,148616,RENT,2.0,EDUCATION,A,29550,8.9,0,0.2,N,9,0.199,49539.0,Medium (8-12%),5,Low Risk
27,81300,RENT,3.0,VENTURE,B,29000,12.69,1,0.36,N,6,0.357,20325.0,High (12-16%),25,Low Risk
29,89000,RENT,1.0,EDUCATION,A,28800,7.49,1,0.32,N,6,0.324,44500.0,Low (<8%),25,Low Risk
28,12000,OWN,4.0,MEDICAL,B,2000,10.75,1,0.17,N,6,0.167,2400.0,Medium (8-12%),10,Low Risk
29,260000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,20000,10.37,0,0.08,N,9,0.077,260000.0,Medium (8-12%),15,Low Risk
31,260000,MORTGAGE,14.0,VENTURE,A,18000,8.94,0,0.07,N,9,0.069,17333.0,Medium (8-12%),0,
31,260000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,25000,13.57,0,0.1,Y,10,0.096,37143.0,High (12-16%),32,Medium Risk
31,258000,MORTGAGE,3.0,PERSONAL,A,28000,5.99,0,0.11,N,5,0.109,64500.0,Low (<8%),5,Low Risk
28,250000,MORTGAGE,3.0,PERSONAL,B,35000,11.71,0,0.14,N,7,0.14,62500.0,Medium (8-12%),10,Low Risk
27,238000,RENT,11.0,HOMEIMPROVEMENT,D,12000,17.27,1,0.05,N,7,0.05,19833.0,Very High (>16%),20,Low Risk
27,65000,RENT,4.0,EDUCATION,A,28000,7.9,1,0.43,N,6,0.431,13000.0,Low (<8%),20,Low Risk
34,12000,OWN,0.0,HOMEIMPROVEMENT,B,3250,10.99,1,0.27,N,5,0.271,12000.0,Medium (8-12%),23,Low Risk
32,202300,MORTGAGE,9.0,MEDICAL,D,25000,14.59,1,0.11,N,7,0.124,20230.0,High (12-16%),20,Low Risk
29,250000,MORTGAGE,12.0,VENTURE,A,8000,7.51,0,0.03,N,10,0.032,19231.0,Low (<8%),0,
31,250000,MORTGAGE,2.0,MEDICAL,C,4000,14.22,0,0.02,Y,10,0.016,83333.0,High (12-16%),37,Medium Risk
35,250000,OWN,8.0,VENTURE,B,15000,9.88,0,0.06,N,5,0.06,27778.0,Medium (8-12%),5,Low Risk
28,96000,RENT,3.0,HOMEIMPROVEMENT,A,28000,7.9,0,0.29,N,10,0.292,24000.0,Low (<8%),13,Low Risk
29,12000,OWN,0.0,HOMEIMPROVEMENT,B,4500,11.14,1,0.38,N,6,0.375,12000.0,Medium (8-12%),30,Low Risk
27,111000,RENT,11.0,PERSONAL,A,28000,7.9,0,0.25,N,8,0.252,9250.0,Low (<8%),8,Low Risk
35,115000,RENT,1.0,VENTURE,B,28000,9.91,0,0.24,N,6,0.243,57500.0,Medium (8-12%),23,Low Risk
35,87550,RENT,3.0,MEDICAL,F,28000,18.62,1,0.27,N,10,0.32,21888.0,Very High (>16%),52,Medium Risk
27,12000,OWN,0.0,EDUCATION,D,8125,14.42,1,0.68,Y,5,0.677,12000.0,High (12-16%),75,High Risk
27,240000,MORTGAGE,1.0,EDUCATION,A,35000,7.9,0,0.15,N,7,0.146,120000.0,Low (<8%),10,Low Risk
32,240000,MORTGAGE,5.0,MEDICAL,A,8400,7.51,0,0.04,N,5,0.035,40000.0,Low (<8%),0,
31,240000,MORTGAGE,15.0,MEDICAL,A,5500,5.42,0,0.02,N,5,0.023,15000.0,Low (<8%),0,
29,240000,MORTGAGE,5.0,VENTURE,A,10000,8.49,0,0.04,N,8,0.042,40000.0,Medium (8-12%),0,
30,240000,MORTGAGE,8.0,VENTURE,D,28000,16.49,0,0.12,Y,7,0.117,26667.0,Very High (>16%),40,Medium Risk
28,240000,MORTGAGE,3.0,VENTURE,D,8400,15.31,0,0.04,N,8,0.035,60000.0,High (12-16%),25,Low Risk
